id,name_vi,region,category,meal_types,prep_time_min,cook_time_min,difficulty,calories,protein_g,carbs_g,fat_g,fiber_g,sodium_mg,sugar_g,price_est_vnd_min,price_est_vnd_max,diet_tags,allergens,taste_profile,spice_level,servings,image_url,description,ingredients,utensils,steps,suitable_for,avoid_for
keo-me-xung-hue,Kẹo mè xửng Huế,Trung,snack,snack,20,30,medium,320,6,58,12,2,70,24,15000,40000,vegetarian,"Mè, Đậu phộng","Ngọt đậm đà lịm tim, Dai dẻo quánh quện kéo sợi, Thơm nức mè rang bùi béo lạc",0,6,https://khamphahue.com.vn/Portals/0/Medias/Nam2021/T11/Khamphahue_me-xung-hue-4.jpg,"Đặc sản quà quê cố đô Huế thơ mộng dẻo dai quánh mịn, kẹo làm bằng bột năng đường mạch nha sên chặt phủ ngập tràn vừng mè rang chín thơm lừng quyện lạc nhân bùi béo.","Mè trắng (vừng) sạch dồi dào: 150g, Đường cát mạch nha dẻo quánh: 200g, Bột năng tạo độ dai dai: 50g, Lạc nhân (đậu phộng) rang giòn bóc vỏ: 100g, Nước cốt chanh tươi, dầu ăn ngon","Chảo chống dính sên kẹo dầy, Vá quấy gỗ phẳng dứt khoát, Khuôn phẳng dẹt lót màng sạch, Dao","Mè trắng sạch đem rang đều trên chảo nhỏ lửa quấy liên tục cho chín thơm phức chuyển màu vàng nhạt nhẹ nhàng trút ra đĩa để riêng, Đun sôi đường mạch nha nước lọc nước cốt chanh trên chảo chống dính hòa bột năng loãng trút vào quấy thật nhanh tay liên tục lửa nhỏ se mịn, Sên khuấy bột đường mạch nha đều đặn dứt khoát trong hai mươi phút đến khi bột chuyển màu trong suốt dai dẻo quánh dính chặt kéo dải sợi dẻo, Trút toàn bộ lạc nhân rang giòn bóc vỏ vào chảo dẻo bột đường đảo nhanh tay vài vòng cho lạc phân bố đều khắp khối kẹo dẻo mịn tắt bếp, Rắc một lớp dày mè trắng rang chín xuống đáy khuôn phẳng dẹt đổ khối kẹo mạch nha lạc nóng hổi ra dùng vá dàn phẳng mượt dẹt mỏng, Rắc tiếp lớp mè trắng phủ ngập tràn bề mặt kẹo dùng thanh cán dẹt chặt chờ nguội cắt miếng vuông chữ nhật vừa ăn bọc màng nilon bảo quản","Quà biếu tặng du lịch đặc sản cố đô miền Trung quý giá thơ mộng, Thưởng trà xanh chát đậm đà tâm tình bè bạn chiều mát mẻ mộc mạc","Người tiểu đường kiêng đồ ngọt đường mạch nha nhiều dính răng khó nhai, Người ăn kiêng cắt giảm lượng calo và tinh bột ngọt đậm carbohydrate"
oc-huong-rang-muoi-ot,Ốc hương rang muối ớt,Nam,main,"lunch, dinner, snack",20,10,easy,280,22,4,8,1,890,2,80000,180000,balanced,"Ốc, Hải sản","Mặn mà đậm vị, Cay nồng xé lưỡi, Giòn sần sật ngọt bùi, Thơm muối sấy",3,2,https://storage.googleapis.com/onelife-public/blog.onelife.vn/2021/10/cach-lam-oc-huong-rang-muoi-ot-pho-mai-mon-nhau-620045477600.jpg,"Món ăn chơi quán ốc biển Sài Gòn cực hút khách, ốc hương giòn ngọt sần sật rang khô trên chảo đượm lớp vỏ phấn muối ớt hạt cay nồng nàn kích thích vị giác đầu lưỡi.","Ốc hương tươi sống mập giòn: 500g, Muối sấy Tây Ninh hoặc muối tinh: 2 muỗng canh, Ớt hiểm cay đỏ rực: 5 quả, Ớt bột cay nồng: 1 muỗng cà phê, Tỏi băm nhuyễn, rau răm tươi, mắm tắc","Chảo rang chống dính phẳng lòng sâu, Cối giã muối ớt nhuyễn mịn, Vá đảo lật nhanh tay liên tục","Ốc hương ngâm nước vo gạo hòa vài lát ớt cắt sạch nhớt cát luộc sơ qua nước sôi hai phút vừa chín tái vớt ra rổ xả nước để thật ráo, Giã thật nhuyễn tỏi củ ớt hiểm tươi đỏ rực cùng muối sấy Tây Ninh đường cát một chút nước mắm hạt nêm quấy đều thành hỗn hợp muối ớt sền sệt, Đun nóng chút dầu ăn phi thơm tỏi băm trút hỗn hợp muối ớt giã sệt vào chảo đun sôi bùng nhẹ bốc mùi hương cay xé mũi nồng nàn, Trút toàn bộ ốc hương tươi ráo vào chảo bật lửa cực lớn đảo lật nhanh tay liên tục cho nước muối bám đều bao quanh vỏ từng con ốc hương mập, Hạ lửa vừa rang quấy liên tục dứt khoát đều tay đến khi nước sốt muối ớt bốc hơi khô ráo hoàn toàn đóng thành lớp phấn trắng hồng cay xè quanh vỏ, Múc ngay ốc hương rang muối ớt khô ráo ra đĩa dùng nóng dùng tay lể thịt ốc giòn sần sật mặn mòi chấm mắm tắc ăn kèm rau răm","Tụ họp liên hoan bè bạn ăn vặt nhâm nhi xế chiều tối muộn quán ốc vỉa hè Sài Gòn, Người đam mê vị cay nồng cực hạn hải sản giòn sật ngọt thịt","Người đau dạ dày nhạy cảm loét bao tử kiêng đồ chua cay mặn xé lưỡi cực hạn, Trẻ em nhỏ tuổi hệ tiêu hóa yếu nhạy cảm với ớt cay nhiều"
thach-gang-hai-phong,Thạch găng Hải Phòng,Bắc,snack,snack,20,10,easy,120,1,28,0,2,40,15,5000,15000,"vegetarian, low-fat",Không,"Thanh mát, Ngọt thanh, Thơm lá găng",0,2,https://vcdn1-dulich.vnecdn.net/2015/04/15/thachgang-1429089888.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=9227CYKXrm8VNgsZJmdYeg,"Món quà vặt giải nhiệt mùa hè nổi tiếng của Hải Phòng làm từ thạch lá găng xanh mướt, mềm mịn tan chảy trong nước đường hoa bưởi.","Lá găng rừng phơi khô: 50g, Nước vôi trong: 2 muỗng canh, Nước lọc: 1.5 lít, Đường phèn: 100g, Tinh dầu hoa bưởi: 1 ít","Túi vải lọc, Nồi nấu nước đường, Tô lớn","Rửa sạch lá găng khô cho hết bụi bẩn, Cho lá găng vào túi vải lọc bóp đều trong chậu nước lọc hòa nước vôi trong để vò lấy nước cốt thạch xanh đậm sền sệt, Lọc lại nước cốt găng qua rây mịn vào tô sạch rồi để yên trong 1 tiếng cho thạch tự đông lại, Nấu nước đường phèn với nước lọc đun sôi liu riu rồi thêm tinh dầu hoa bưởi vào làm nước chan để nguội, Dùng muỗng hớt từng lát thạch găng mỏng cho vào ly chan nước đường phèn hoa bưởi mát lạnh vào rồi thưởng thức","Mọi lứa tuổi, Giải nhiệt ngày hè",Người tiểu đường
canh-cua-khoai-so-rau-rut,Canh cua khoai sọ rau rút,Bắc,main,"lunch, dinner",25,20,easy,240,14,22,8,3,680,2,40000,70000,balanced,Cua đồng,"Ngọt đậm vị cua, Bùi béo khoai sọ, Thơm rau rút",0,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRn-ttCc0U7RaQwomZwiuEg_Qs7htO9WBZPLw&s,"Món canh mùa hè mộc mạc Bắc Bộ với gạch cua đồng béo ngậy, khoai sọ dẻo bùi và rau rút xanh giòn thơm nồng.","Cua đồng xay: 300g, Khoai sọ: 300g, Rau rút: 100g, Gia vị: mắm, muối, mì chính","Nồi nấu canh, Rây lọc cua, Dao","Khoai sọ gọt vỏ bổ đôi luộc sơ qua, Cua đồng xay hòa nước lọc kỹ qua rây lấy nước cốt bỏ bã cua, Đun sôi nước cua trên lửa nhỏ liu riu để gạch cua kết tủa nổi thành mảng lớn rồi vớt ra để riêng, Cho khoai sọ vào nồi nước cua ninh nhỏ lửa đến khi khoai chín dẻo mềm, Nêm nếm gia vị nước mắm muối hạt nêm vừa ăn thả rau rút cắt khúc vào nấu sôi bùng trong 1 phút, Trút canh ra tô xếp mảng gạch cua lên trên mặt ăn nóng cùng cơm","Bữa cơm gia đình ngày hè, Người cần bổ sung canxi","Người bị bệnh gout, Người dị ứng cua đồng"
tao-pho-hoa-nhai-ha-noi,Tào phớ hoa nhài Hà Nội,Bắc,snack,snack,30,20,medium,160,6,32,2,1,60,18,5000,15000,"vegetarian, light",Đậu nành,"Thanh mát, Ngọt thanh, Thơm nức hoa nhài",0,2,https://gcs.tripi.vn/public-tripi/tripi-feed/img/473815kjW/tao-pho-gia-bao-1215901.jpg,"Thức quà vặt tinh tế của Hà Nội cổ kính, những lát phớ đậu nành mềm mịn trắng phau tan ngay đầu lưỡi hòa trong nước đường ướp hoa nhài thơm ngát.","Đậu nành hạt: 200g, Đường nho làm đông: 1 muỗng cà phê, Đường phèn: 100g, Hoa nhài tươi sạch: 10 bông, Nước lọc: 1 lít","Máy xay đậu nành, Túi vải lọc, Nồi nấu, Tô sâu lòng","Ngâm nở đậu nành hạt qua đêm xay nhuyễn với nước lọc rồi vắt kiệt bằng túi vải lấy nước cốt sữa đậu nành tinh khiết, Đun sôi sữa đậu nành trên lửa nhỏ quấy đều tay liên tục tránh bị cháy đáy rồi tắt bếp, Hòa đường nho với chút nước lọc láng đều khắp lòng tô sâu lòng, Trút nhanh dứt khoát sữa đậu nành nóng vào tô đường nho đậy kín nắp để yên 30 phút cho đông mịn thành tào phớ, Nấu nước đường phèn đun sôi thả hoa nhài tươi vào hãm thơm để nguội, Dùng muỗng gạt hớt từng lát tào phớ mỏng mịn vào chén chan nước đường hoa nhài mát lạnh vào thưởng thức","Mọi lứa tuổi giải nhiệt ngày hè, Người thích ăn thanh mát",Bệnh nhân tiểu đường
canh-rau-tap-tang-nau-tom,Canh rau tập tàng nấu tôm,Nam,main,"lunch, dinner",15,10,easy,180,14,8,4,2,540,1,20000,40000,"light, balanced",Tôm,"Ngọt thanh tự nhiên, Thanh mát mát lành",0,3,https://cdn2.fptshop.com.vn/unsafe/800x0/canh_rau_tap_tang_nau_tom_thit_5_24e610b5a0.jpg,"Món canh thanh nhiệt dân dã của gia đình Việt, tập hợp nhiều loại rau đồng vườn nhà nấu cùng tôm giã nhuyễn ngọt nước ngọt lòng.","Rau tập tàng hỗn hợp (mồng tơi, rau dền, bồ ngót): 300g, Tôm tươi bóc vỏ: 100g, Hành tím băm: 1 muỗng canh, Gia vị: tiêu, mắm, hạt nêm","Nồi nấu canh, Dao, Cối giã","Các loại rau nhặt sạch lá úa rửa sạch ráo nước cắt nhỏ khúc vừa ăn, Tôm tươi bóc vỏ rút chỉ đen giã nhuyễn quết chút hành băm và tiêu muối, Phi thơm hành tím băm trên nồi trút tôm giã nhuyễn vào xào săn nhanh cho dậy mùi thơm ngọt, Đổ nước lọc vào nồi đun sôi sùng sục nêm nếm muối hạt nêm vừa vặn vị thanh nhạt, Thả toàn bộ hỗn hợp rau tập tàng vào nồi canh nấu sôi bùng trở lại trong 2 phút cho rau chín xanh giòn rồi tắt bếp múc ra tô","Bữa cơm gia đình ngày hè oi bức, Thanh nhiệt cơ thể",Người dị ứng tôm và hải sản
banh-mi-cay-hai-phong,Bánh mì cay Hải Phòng,Bắc,main,"breakfast, snack",15,10,easy,280,10,35,12,1,620,2,15000,30000,balanced,"Bột mì, Chí chương","Cay nồng nàn kích thích, Giòn rụm, Béo ngậy pate",2,2,https://upload.wikimedia.org/wikipedia/commons/0/0d/Banh_my_que.jpg,"Đặc sản đường phố đất cảng, chiếc bánh mì nhỏ xíu bằng hai ngón tay nướng giòn tan, nhân pate béo ngậy đẫm nước sốt chí chương cay xè.","Bánh mì que Hải Phòng: 5 cái, Pate gan heo béo: 100g, Nước sốt chí chương: 3 muỗng canh","Máy kẹp nướng bánh mì hoặc lò nướng, Dao rạch bánh","Dùng dao rạch một đường dài dọc theo thân chiếc bánh mì que nhỏ, Phết đều một lượng pate gan heo béo ngậy dồi dào vào bên trong lòng bánh mì, Cho bánh mì đã phết pate vào máy kẹp hoặc lò nướng nướng đến khi vỏ bánh vàng giòn rụm rôm rốp, Nhấc bánh mì ra rưới ngập tràn nước sốt chí chương cay nồng nàn đặc sản Hải Phòng vào lòng bánh rồi thưởng thức nóng giòn","Ăn vặt xế chiều giới trẻ tụ họp, Bữa sáng nhanh gọn đậm vị","Người đau dạ dày nhạy cảm cay, Người kiêng đồ béo mỡ"
canh-bong-sung-nau-tom,Canh bông súng nấu tôm,Nam,main,"lunch, dinner",20,15,easy,190,13,12,4,2,580,3,25000,50000,"light, balanced",Tôm,"Chua ngọt thanh dịu, Giòn sần sật bông súng, Thơm ngò ôm",1,3,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-6189-canh-bong-sung-nau-tom.png,"Thức canh chua mát lành sông nước miền Tây với cọng bông súng tước vỏ giòn sốp, tôm đất tươi ngọt thịt và vị chua thanh của me chín.","Cọng bông súng: 200g, Tôm đất tươi sạch: 150g, Me chua chín: 30g, Cà chua: 1 quả, Ngò ôm, rau ngổ, gia vị mắm đường","Nồi nấu canh, Dao xắt, Chén dầm me","Cọng bông súng tước sạch vỏ bên ngoài ngắt khúc dài rửa sạch ráo nước tôm tươi bóc vỏ chừa đuôi, Dầm me chín với nước ấm lọc lấy nước cốt me chua đổ vào nồi nước đun sôi sùng sục, Cho cà chua xắt múi cau vào nêm nước mắm ngon đường phèn muối hạt cân bằng vị chua ngọt đậm đà miền Tây, Thả tôm đất tươi vào nấu chín nổi lên mặt nước hớt sạch bọt canh trong veo, Cho tiếp cọng bông súng vào nồi đảo nhẹ nấu sôi bùng lên trong 1 phút giữ độ giòn xốp rồi tắt bếp rắc ngò ôm rau ngổ","Bữa ăn giải nhiệt ngày hè oi bức, Thực đơn mộc mạc Nam Bộ",Người dị ứng hải sản tôm
canh-ca-quynh-coi,Canh cá Quỳnh Côi,Bắc,main,"breakfast, lunch",30,45,medium,380,22,52,8,2,790,2,30000,50000,balanced,Cá đồng,"Ngọt đậm đà, Thơm nức nghệ sả, Đậm vị Thái Bình",0,1,https://iv.vnecdn.net/giadinh/images/web/2021/04/15/cach-lam-canh-ca-quynh-coi-tai-nha-1618482014.jpg,"Niềm tự hào ẩm thực Quỳnh Côi - Thái Bình, canh nấu từ bánh đa gạo mỏng dai, cá quả đồng gỡ xương rim nghệ vàng ruộm thơm nức lòng.","Cá quả đồng: 400g, Bánh đa Quỳnh Côi khô: 100g, Nghệ tươi giã nhỏ: 1 muỗng canh, Rau thì là, rau cải xanh: 50g, Gừng, hành tím, gia vị","Nồi ninh nước dùng, Chảo rim cá, Vá lọc xương, Tô lớn","Cá quả làm sạch luộc chín tới với gừng hành tím gỡ lấy phi lê thịt cá sạch xương giã nhỏ xương cá lọc nước ngọt ninh súp, Phi thơm hành tím trút thịt cá quả vào rim săn chín vàng ruộm cùng nước cốt nghệ tươi tiêu muối đậm đà, Trụng chín bánh đa khô Quỳnh Côi đặc sản cho vào tô sạch cùng rau cải xanh thì là xắt nhỏ, Xếp ngập tràn thịt cá quả rim nghệ vàng óng thơm phức lên trên mặt đĩa bánh đa, Chan nước dùng xương cá ngọt lịm nóng hổi sùng sục vào tô rồi thưởng thức cay ấm","Ăn sáng bồi bổ ấm bụng, Khám phá đặc sản Thái Bình mọi lứa tuổi",Người kiêng ăn tinh bột bánh đa
canh-he-dau-hu-thit-bam,Canh hẹ đậu hũ thịt băm,Nam,main,"lunch, dinner",15,10,easy,190,16,6,10,1,480,1,15000,30000,"light, balanced, low-fat",Đậu hũ,"Thanh đạm, Ngọt mát mộc mạc, Thơm thoảng lá hẹ tươi",0,3,https://i.ytimg.com/vi/MBRmDJt0YD4/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLBUjoFZvXJTFlPmJic3SUUjcaeJHw,"Món canh gia đình thanh mát, nhẹ nhàng giải nhiệt cơ thể với đậu hũ non mềm mịn, thịt băm ngọt nước và lá hẹ xanh tươi thơm mát lành.","Hẹ tươi cắt khúc: 50g, Đậu hũ non mịn: 2 cây, Thịt heo băm nhỏ: 100g, Hành tím băm: 1 muỗng canh, Muối, tiêu, hạt nêm thông dụng","Nồi nấu canh, Dao cắt đậu hũ, Vá múc","Lá hẹ rửa sạch cắt khúc dài bằng hai ngón tay đậu hũ non cắt khoanh tròn miếng vừa ăn nhẹ nhàng tránh vỡ nát, Trộn thịt heo băm với chút tiêu hành muối hạt nêm cho thấm đậm đà, Phi thơm hành tím băm trên nồi trút thịt băm xào săn nhẹ tay ra hết nước ngọt, Đổ nước lọc vào nồi nấu sôi sùng sục nêm chút muối hạt nêm cho vị canh thanh nhạt ngọt khiết, Thả đậu hũ non và lá hẹ cắt khúc vào nồi canh đun sôi bùng lại trong 1 phút rồi tắt bếp múc ra tô","Bữa cơm gia đình hằng ngày mát lành, Thanh nhiệt cơ thể giải độc",Người dị ứng với các sản phẩm từ đậu nành
bun-ca-ro-dong-hai-duong,Bún cá rô đồng Hải Dương,Bắc,main,"breakfast, lunch",30,45,medium,410,24,55,10,2,820,2,35000,55000,balanced,Cá rô đồng,"Ngọt đậm đà, Thịt cá chiên bùi béo, Chua thanh dịu nhẹ",0,1,https://images.baoangiang.com.vn/image/fckeditor/upload/2023/20230419/images/bun-ca-ro-dong-hai-duong-1237.png,"Thức quà sáng nức tiếng Hải Dương, nước dùng ninh từ xương cá rô ngọt lịm đậm đà, cá rô đồng gỡ xương chiên vàng giòn rụm bùi béo ăn cùng dọc mùng hoặc rau cải.","Cá rô đồng tươi mập: 500g, Bún tươi sợi nhỏ: 150g, Nghệ bột: 1 muỗng cà phê, Dọc mùng hoặc cải xanh: 50g, Hành tỏi băm gừng, Gia vị mắm tiêu dầu ăn","Nồi hầm nước dùng xương cá, Chảo chiên cá rô, Rây lọc, Dao thớt","Cá rô đồng luộc chín với gừng khéo léo gỡ lấy thịt phi lê nguyên vẹn đem tẩm nghệ tiêu rồi chiên vàng giòn ngập dầu, Phần xương và đầu cá rô giã nhỏ lọc lấy nước ngọt trong vắt đem nấu súp nêm nếm muối mắm đường phèn đậm đà chua dịu me, Trụng bún tươi và dọc mùng bóp muối xanh giòn xếp gọn gàng đáy tô sâu lòng lớn, Sắp thịt cá rô đồng chiên giòn rụm vàng óng ả bùi béo phủ kín mặt tô bún, Chan ngập nước dùng xương cá sôi sùng sục tỏa hương thơm phức rắc thì là hành lá ăn nóng kèm măng ớt cay","Bồi bổ bữa sáng dồi dào dinh dưỡng, Khám phá đặc sản Hải Dương","Người kiêng đồ chiên rán nhiều mỡ, Người sợ xương cá dăm"
canh-tan-o-thit-bam,Canh tần ô thịt băm,Nam,main,"lunch, dinner",15,10,easy,170,12,8,5,2,450,1,15000,30000,"light, balanced, low-fat",Không,"Thanh đạm, Ngọt mát bùi, Thơm hăng nhẹ đặc trưng rau tần ô",0,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQep2_U7rydIwJKAEa1WIXqpPA8oNopIwxQ0Q&s,"Món canh giản dị ấm lòng ngày đông hoặc giải nhiệt ngày hè với rau cải cúc tần ô xanh mướt, nhanh chín, nấu cùng thịt nạc dăm băm ngọt nước thanh tao.","Rau tần ô tươi sạch: 300g, Thịt heo nạc dăm băm: 100g, Hành tím băm: 1 muỗng canh, Muối, tiêu đen xay, hạt nêm thông dụng","Nồi nấu canh, Dao thái khúc, Vá khuấy","Rau tần ô nhặt bỏ rễ rửa sạch thái khúc vừa ăn bằng ngón tay thịt heo băm trộn đều tiêu hành muối ấm, Phi thơm hành tím băm với chút dầu ăn trút thịt băm xào săn chín tái tiết nước ngọt đậm đà, Đổ nước lọc vào nồi nấu sôi bùng lên nêm nếm gia vị muối đường hạt nêm cho vừa miệng vị thanh đạm, Thả nhanh toàn bộ rau tần ô vào nồi canh nhấn nhẹ đun lửa lớn sôi bùng trong 30 giây cho rau vừa chín tới xanh mướt giữ độ giòn ngọt, Tắt bếp múc canh tần ô ra tô rắc tiêu đen xay ấm nồng ăn nóng cơm gia đình","Bữa cơm gia đình nhanh gọn dồi dào vitamin, Người bị ho giải cảm nhẹ",Không
bun-be-be-quang-ninh,Bún bề bề Quảng Ninh,Bắc,main,"breakfast, lunch, dinner",25,35,medium,430,26,58,9,2,860,3,40000,75000,balanced,"Bề bề, Hải sản","Ngọt thanh đậm đà vị hải sản, Chua nhẹ, Thơm hành tỏi phi",1,1,https://static.vinwonders.com/production/bun-be-be-1.jpeg,"Đặc sản vùng biển Hạ Long - Quảng Ninh quyến rũ thực khách bởi nước dùng ngọt lịm ninh từ cua ghẹ vỏ bề bề, ăn cùng những con bề bề luộc lột vỏ đỏ hồng chắc nịch ngọt thịt.","Bề bề tươi sống: 300g, Bún tươi sợi vừa: 150g, Cà chua: 2 quả, Đậu hũ chiên vàng miếng: 50g, Hành lá, rau muống chẻ, ngò rí, gia vị mắm muối đường phèn","Nồi luộc hấp hải sản, Kéo cắt bóc vỏ bề bề, Nồi nấu súp, Tô lòng sâu lớn","Bề bề luộc chín cùng sả gừng khéo léo dùng kéo cắt dọc hai bên cạnh vỏ lột lấy phi lê thịt nguyên vẹn mọng nước, Phần đầu và vỏ bề bề giã nhỏ ninh cùng xương ống tôm khô lấy nước súp ngọt đậm đặc hải sản lọc trong bỏ cặn, Xào chín cà chua múi cau tạo màu óng ánh với dầu điều trút vào nồi nước dùng nấu sôi thả đậu hũ chiên nêm gia vị vừa vị chua ngọt thanh khiết, Trụng bún tươi xếp đáy tô sắp đều thịt bề bề luộc chắc ngọt chả cá hành lá ngò rí lên mặt đĩa, Chan ngập nước dùng súp bề bề nóng hổi sùng sục tỏa khói rầm rộ ăn kèm rau sống chanh ớt cực bắt vị","Bữa sáng hải sản sang trọng bồi bổ cơ thể, Khách du lịch biển Hạ Long","Người dị ứng hải sản tôm tít bề bề, Bệnh nhân gout nặng"
canh-xa-lach-xoong-nau-suon,Canh xà lách xoong nấu sườn,Nam,main,"lunch, dinner",20,30,easy,320,18,10,16,2,520,2,35000,65000,balanced,Không,"Ngọt thanh đậm, Béo nhẹ sườn non, Thơm mát nồng hăng cải xoong",0,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRr4Vy5Wdj3Ln-1BRPrSC00B1l4038FLiO05A&s,"Món canh bồi bổ bổ dưỡng quen thuộc dạt dào sắt, sườn non heo chặt nhỏ ninh nhừ lấy nước dùng ngọt đậm đà hòa cải xà lách xoong giòn mát thanh nhiệt xanh mướt.","Rau xà lách xoong: 300g, Sườn non heo tươi sạch: 300g, Hành tím củ đập dập: 3 củ, Gia vị thông dụng muối tiêu hạt nêm đường phèn","Nồi ninh sườn lớn, Vá hớt bọt, Dao chặt thớt","Sườn non chặt miếng vừa ăn trần qua nước sôi sạch bọt bẩn xả sạch để ráo rau cải xoong nhặt khúc gốc cứng rửa kỹ ráo nước, Cho sườn non heo và hành tím củ đập dập vào nồi đổ ngập nước ninh liu riu lửa nhỏ hớt bọt liên tục trong 30 phút cho sườn chín mềm rục ngọt nước súp, Nêm nếm muối hạt nêm chút đường phèn vừa miệng vị thanh mát ngọt đậm đà sườn heo thịt, Bật lửa lớn đun sôi sùng sục trút toàn bộ rau xà lách xoong vào nồi dùng vá nhấn chìm đun sôi lại nhanh trong 1 phút cho rau vừa chín tới xanh mướt, Múc ngay canh sườn cải xoong ra tô lớn rắc tiêu xay ấm cúng bữa ăn cơm nóng hổi gia đình","Bồi bổ sức khỏe người thiếu máu bổ sung sắt, Thanh nhiệt ngày hè mát lành",Người cần kiêng cắt giảm chất béo động vật
bun-ca-cay-hai-phong,Bún cá cay Hải Phòng,Bắc,main,"breakfast, lunch, dinner",30,50,medium,460,25,62,12,2,890,4,35000,60000,balanced,"Cá biển, Cá đồng","Cay nồng xé lưỡi kích thích, Chua dịu đậm đà, Thơm phức da cá chiên",2,1,https://static.vinwonders.com/production/bun-ca-cay-hai-phong-o-ha-noi-12.jpg,"Tuyệt tác đặc sản đất cảng làm nức lòng thực khách, tô bún đẫm cá thu hoặc cá quả chiên giòn, chả cá thu dẻo dai chan nước dùng chua cay nồng nàn từ ớt hiểm và cốt xương cá đồng lịm ngọt.","Cá thu phi lê hoặc cá quả đồng: 300g, Chả cá thu Hải Phòng: 50g, Bún tươi sợi vừa: 150g, Cà chua, dọc mùng, rau muống chẻ, ớt hiểm băm, gia vị mắm muối đường điều","Nồi ninh nấu nước dùng, Chảo sâu lòng chiên ngập dầu, Vá lỗ lọc bã, thớt dao","Cá thái miếng dày chiên ngập dầu cùng bột nghệ cho vàng giòn rụm lớp vỏ ráo dầu mỡ chả cá chiên cắt lát dẻo bùi dọc mùng bóp muối vắt sạch, Ninh đầu và xương cá biển xương heo cùng hành tím gừng nướng trong nhiều giờ lọc lấy cốt nước dùng trong ngọt đậm hải sản lịm tim, Phi thơm tỏi ớt hiểm băm dầu điều xào chín cà chua múi cau trút vào nồi súp nêm mắm ngon đường phèn dấm bỗng cho ra vị chua cay nồng nàn xé mũi, Trụng bánh bún tươi và dọc mùng xanh giòn đặt đáy tô sâu lòng sắp cá chiên giòn chả cá dọc mặt tô dồi dào, Chan ngập nước súp cá chua cay bỏng giòn nóng hổi sùng sục tỏa hương thơm phức rắc ngập tràn hành lá thì là ớt sừng ăn nóng","Người đam mê vị cay nồng nàn kích thích vị giác, Khám phá đặc sản Hải Phòng đất cảng","Người bị loét đau dạ dày nhạy cảm chua cay, Trẻ em nhỏ tuổi"
canh-bau-nau-ngheu,Canh bầu nấu nghêu,Nam,main,"lunch, dinner",15,15,easy,190,14,15,3,2,590,2,20000,40000,"light, balanced, low-fat",Nghêu,"Ngọt thanh dịu khiết tự nhiên, Mát lành thanh mát, Thơm thoảng hành ngò tiêu xay",0,3,https://cdn.tgdd.vn/Files/2020/02/05/1234519/cach-lam-canh-bau-nau-ngheu-thanh-mat-ngon-com-202002051608159291.jpg,"Thức canh giải nhiệt thanh đạm của bữa cơm ngày hè nắng cháy, quả bầu tươi băm sợi ngọt bùi nấu trong nước nghêu luộc ngọt lịm mát lành sảng khoái cơ thể.","Quả bầu non tươi sạch: 400g, Nghêu nguyên con vỏ: 1kg, Hành tím băm nhuyễn: 1 muỗng canh, Hành lá ngò rí tươi xắt nhỏ, Gia vị muối hạt nêm mắm tiêu đen","Nồi nấu canh sâu lòng lớn, Rổ đãi nghêu lọc nước, Dao băm bầu thớt sạch","Nghêu ngâm nước ớt nhả sạch cát bụi luộc chín há miệng gỡ lấy phần thịt nghêu lọc lấy nước luộc nghêu trong vắt ngọt tự nhiên để riêng, Quả bầu non gọt vỏ dùng dao băm dọc xung quanh rồi thái sợi mỏng dài vừa phải hành ngò xắt nhỏ tiêu giã, Phi thơm hành tím băm trút thịt nghêu vào xào nhanh tay trong 1 phút với chút gia vị tiêu muối cho thịt nghêu săn chắc thơm ngọt mọng, Đổ phần nước luộc nghêu lọc trong vào nồi đun sôi sùng sục nêm chút xíu gia vị muối hạt nêm vừa vặn vị ngọt khiết thanh mát lạnh, Thả bầu băm sợi vào nồi canh quấy nhẹ đun lửa lớn sôi bùng trong 1 đến 2 phút cho bầu chín trong dẻo ngọt dai xanh rắc hành ngò tiêu múc ra","Bữa cơm gia đình giải nhiệt thanh lọc cơ thể ngày hè nắng oi bức, Mọi lứa tuổi yêu vị thanh ngọt tự nhiên","Người cơ địa bụng yếu lạnh bụng nhạy cảm hệ tiêu hóa, Bệnh nhân bị bệnh gout nặng kiêng đạm thủy sản vỏ cứng"
